vacancyId,candidateId,interviewerId,interviewType,interviewDate,duration,feedback,score
5058,5058,9356,S,2023-09-12,55,Passed,8
5059,5059,9357,S,2024-04-01,49,Passed,8
5060,5060,9357,T,2023-11-27,59,Passed,8
5061,5061,9356,T,2021-09-17,52,Passed,8
5062,5062,9356,H,2023-09-10,41,Passed,10
5063,5063,9357,T,2023-11-14,48,Passed,10
5064,5064,9357,H,2023-03-07,47,Passed,8
5065,5065,9357,S,2020-12-12,51,Passed,8
5066,5066,9356,H,2021-05-12,54,Passed,8
5067,5067,9356,S,2021-10-14,50,Passed,10
5068,5068,9357,S,2021-01-15,50,Passed,10
5069,5069,9356,S,2023-11-06,49,Passed,9
5070,5070,9356,H,2022-03-13,42,Passed,10
5071,5071,9356,T,2022-11-15,54,Passed,8
5072,5072,9357,T,2022-11-27,48,Passed,9
5073,5073,9357,H,2021-04-05,59,Passed,8
5074,5074,9357,S,2021-08-03,52,Passed,9
5075,5075,9356,T,2020-08-20,50,Passed,8
5076,5076,9357,H,2023-08-18,47,Passed,9
5077,5077,9356,H,2021-12-16,40,Passed,9
5078,5078,9357,S,2020-10-21,51,Passed,10
5079,5079,9357,T,2022-01-20,43,Passed,10
5080,5080,9357,H,2021-04-01,59,Passed,9
5081,5081,9357,T,2022-06-16,46,Passed,10
5082,5082,9357,S,2023-10-16,50,Passed,8
5083,5083,9357,T,2023-12-07,59,Passed,8
5084,5084,9357,H,2021-08-31,55,Passed,9
5085,5085,9357,T,2020-08-17,56,Passed,9
5086,5086,9356,H,2020-03-12,59,Passed,10
5087,5087,9356,T,2021-09-27,40,Passed,10
5088,5088,9357,H,2021-07-18,58,Passed,8
5089,5089,9356,H,2022-12-06,48,Passed,8
5090,5090,9356,T,2021-05-01,60,Passed,8
5091,5091,9356,T,2021-02-01,59,Passed,10
5092,5092,9356,S,2023-08-29,59,Passed,8
5093,5093,9357,S,2023-02-25,53,Passed,9
5094,5094,9356,T,2023-08-25,51,Passed,8
5095,5095,9356,T,2021-11-22,56,Passed,8
5096,5096,9357,T,2023-04-25,54,Passed,9
5097,5097,9356,T,2020-06-12,56,Passed,10
5098,5098,9357,S,2021-04-01,47,Passed,9
5099,5099,9356,S,2022-04-19,46,Passed,10
5100,5100,9356,S,2022-06-07,41,Passed,9
5101,5101,9357,T,2021-05-18,48,Passed,9
5102,5102,9356,T,2023-10-22,49,Passed,8
5103,5103,9357,S,2023-10-23,56,Passed,8
5104,5104,9356,H,2023-08-21,53,Passed,10
5105,5105,9356,H,2021-11-29,50,Passed,10
5106,5106,9357,T,2022-08-25,55,Passed,10
5107,5107,9356,T,2021-12-08,45,Passed,8
5108,5108,9357,T,2022-10-06,48,Passed,8
5109,5109,9357,H,2023-01-28,53,Passed,9
5110,5110,9356,H,2023-07-22,40,Passed,9
5111,5111,9356,S,2023-12-25,45,Passed,8
5112,5112,9356,S,2022-07-15,55,Passed,9
5113,5113,9356,S,2021-12-07,58,Passed,10
5114,5114,9356,T,2021-12-04,47,Passed,9
5115,5115,9356,H,2020-08-18,43,Passed,10
5116,5116,9357,H,2024-04-16,49,Passed,9
5117,5117,9357,H,2023-08-04,55,Passed,10
5118,5118,9357,T,2022-02-17,55,Passed,9
5119,5119,9356,S,2020-08-01,52,Passed,8
5120,5120,9357,H,2021-08-25,59,Passed,9
5121,5121,9356,T,2023-12-20,53,Passed,10
5122,5122,9357,H,2022-04-14,50,Passed,8
5123,5123,9356,S,2023-12-11,55,Passed,8
5124,5124,9357,S,2021-04-13,49,Passed,9
5125,5125,9356,S,2022-12-27,47,Passed,9
5126,5126,9357,S,2023-08-26,55,Passed,10
5127,5127,9356,H,2020-10-16,55,Passed,8
5128,5128,9356,S,2024-04-15,55,Passed,10
5129,5129,9356,H,2021-03-07,49,Passed,10
5130,5130,9357,T,2022-11-15,50,Passed,10
5131,5131,9356,T,2021-06-16,55,Passed,9
5132,5132,9357,H,2022-06-30,40,Passed,9
5133,5133,9356,H,2021-08-03,49,Passed,9
5134,5134,9356,S,2022-12-17,45,Passed,9
5135,5135,9356,T,2022-09-10,52,Passed,10
5136,5136,9357,T,2021-05-01,50,Passed,9
5137,5137,9356,S,2021-04-13,48,Passed,9
5138,5138,9357,T,2023-11-18,41,Passed,9
5139,5139,9357,H,2023-05-09,54,Passed,8
5140,5140,9357,T,2021-07-19,60,Passed,8
5141,5141,9356,T,2021-05-24,54,Passed,10
5142,5142,9356,T,2020-04-16,40,Passed,10
5143,5143,9357,H,2020-11-12,44,Passed,8
5144,5144,9356,S,2022-10-22,58,Passed,9
5145,5145,9357,S,2022-10-09,46,Passed,9
5146,5146,9357,T,2020-07-27,52,Passed,9
5147,5147,9357,T,2023-06-13,55,Passed,8
5148,5148,9356,T,2023-04-25,54,Passed,8
5149,5149,9356,T,2021-02-04,49,Passed,9
5150,5150,9357,S,2023-12-07,55,Passed,8
5151,5151,9357,T,2023-03-26,40,Passed,8
5152,5152,9357,S,2022-05-29,56,Passed,10
5153,5153,9356,T,2023-12-30,54,Passed,10
5154,5154,9356,H,2023-09-29,49,Passed,10
5155,5155,9356,H,2022-01-26,46,Passed,8
5156,5156,9356,T,2022-03-06,41,Passed,9
5157,5157,9356,H,2023-03-11,45,Passed,9
5158,5158,9356,S,2022-09-19,41,Passed,10
5159,5159,9356,S,2021-04-27,40,Passed,9
5160,5160,9356,S,2020-02-12,44,Passed,9
5161,5161,9356,S,2023-04-19,46,Passed,10
5162,5162,9356,H,2023-03-11,44,Passed,8
5163,5163,9356,T,2021-10-21,48,Passed,9
5164,5164,9356,H,2022-10-14,60,Passed,10
5165,5165,9356,H,2023-08-29,58,Passed,10
5166,5166,9357,H,2021-11-25,44,Passed,8
5167,5167,9357,T,2021-10-26,45,Passed,9
5168,5168,9357,H,2023-09-13,42,Passed,9
5169,5169,9357,H,2021-06-22,53,Passed,10
5170,5170,9356,S,2024-03-01,56,Passed,8
5171,5171,9357,T,2023-04-04,40,Passed,9
5172,5172,9356,S,2021-07-17,43,Passed,8
5173,5173,9356,T,2021-07-26,56,Passed,9
5174,5174,9357,H,2021-03-30,40,Passed,10
5175,5175,9356,S,2021-11-17,56,Passed,8
5176,5176,9356,S,2021-08-20,47,Passed,8
5177,5177,9356,H,2022-05-21,49,Passed,8
5178,5178,9357,S,2020-11-29,60,Passed,8
5179,5179,9357,T,2021-06-05,47,Passed,8
5180,5180,9357,T,2020-09-27,41,Passed,10
5181,5181,9356,S,2022-08-28,54,Passed,10
5182,5182,9357,H,2021-07-29,55,Passed,9
5183,5183,9357,T,2022-12-11,55,Passed,8
5184,5184,9357,H,2021-08-06,44,Passed,10
5185,5185,9357,T,2021-04-22,58,Passed,10
5186,5186,9356,H,2022-06-08,46,Passed,8
5187,5187,9357,S,2023-02-03,40,Passed,9
5188,5188,9356,S,2021-03-24,49,Passed,10
5189,5189,9357,S,2020-05-02,41,Passed,9
5190,5190,9357,T,2023-07-22,60,Passed,10
5191,5191,9357,S,2023-07-19,54,Passed,8
5192,5192,9356,H,2023-10-17,45,Passed,10
5193,5193,9357,T,2024-03-02,60,Passed,9
5194,5194,9356,H,2021-02-22,41,Passed,8
5195,5195,9357,H,2023-03-17,44,Passed,9
5196,5196,9356,H,2023-03-13,52,Passed,9
5197,5197,9357,H,2023-03-11,57,Passed,8
5198,5198,9357,H,2020-06-08,52,Passed,8
5199,5199,9356,T,2023-02-24,43,Passed,9
5200,5200,9357,S,2023-08-10,58,Passed,10
5201,5201,9357,T,2020-09-04,41,Passed,10
5202,5202,9357,H,2022-09-20,44,Passed,9
5203,5203,9356,H,2022-12-22,59,Passed,8
5204,5204,9356,S,2020-11-19,50,Passed,8
5205,5205,9357,T,2022-07-30,58,Passed,10
5206,5206,9357,S,2022-04-11,46,Passed,10
5207,5207,9356,T,2023-03-18,45,Passed,8
5208,5208,9357,S,2021-05-16,59,Passed,8
5209,5209,9357,T,2023-07-15,47,Passed,8
5210,5210,9357,T,2022-07-01,49,Passed,8
5211,5211,9357,S,2021-03-21,47,Passed,8
5212,5212,9357,T,2023-12-30,44,Passed,9
5213,5213,9356,H,2022-04-29,48,Passed,9
5214,5214,9356,H,2020-08-13,58,Passed,10
5215,5215,9356,H,2022-03-25,44,Passed,8
5216,5216,9357,H,2021-06-01,55,Passed,10
5217,5217,9356,S,2022-12-14,52,Passed,8
5218,5218,9357,S,2023-08-08,42,Passed,10
5219,5219,9356,H,2021-09-11,48,Passed,10
5220,5220,9356,T,2020-12-17,49,Passed,9
5221,5221,9356,T,2023-05-24,44,Passed,10
5222,5222,9356,S,2021-07-30,57,Passed,8
5223,5223,9357,S,2024-01-28,58,Passed,9
5224,5224,9357,H,2022-03-20,41,Passed,8
5225,5225,9356,S,2021-06-16,54,Passed,9
5226,5226,9356,S,2022-12-01,52,Passed,8
5227,5227,9357,H,2022-08-29,50,Passed,9
5228,5228,9356,S,2022-06-04,48,Passed,9
5229,5229,9356,S,2022-07-22,45,Passed,8
5230,5230,9357,T,2021-11-20,60,Passed,10
5231,5231,9356,S,2022-09-01,43,Passed,9
5232,5232,9356,T,2022-01-13,55,Passed,10
5233,5233,9357,T,2022-04-25,40,Passed,8
5234,5234,9357,H,2021-07-30,48,Passed,8
5235,5235,9356,T,2020-12-03,55,Passed,8
5236,5236,9356,T,2021-08-06,40,Passed,10
5237,5237,9356,H,2024-02-06,45,Passed,9
5238,5238,9357,H,2024-01-30,52,Passed,9
5239,5239,9357,S,2022-11-13,43,Passed,9
5240,5240,9357,S,2022-09-01,46,Passed,9
5241,5241,9357,H,2022-08-20,52,Passed,10
5242,5242,9356,T,2021-10-17,40,Passed,9
5243,5243,9357,S,2023-05-24,56,Passed,10
5244,5244,9356,S,2021-06-08,41,Passed,8
5245,5245,9357,T,2023-12-23,45,Passed,9
5246,5246,9356,S,2024-02-25,60,Passed,10
5247,5247,9356,H,2021-02-08,60,Passed,9
5248,5248,9356,S,2021-09-04,55,Passed,8
5249,5249,9356,S,2023-12-14,57,Passed,10
5250,5250,9357,H,2020-05-11,53,Passed,10
5251,5251,9357,S,2020-11-05,57,Passed,9
5252,5252,9356,S,2023-02-09,44,Passed,10
5253,5253,9357,H,2022-07-02,55,Passed,9
5254,5254,9356,T,2021-07-30,44,Passed,9
5255,5255,9357,S,2021-03-09,58,Passed,10
5256,5256,9356,T,2023-07-31,43,Passed,9
5257,5257,9356,S,2020-12-26,40,Passed,9
5258,5258,9356,S,2021-10-10,44,Passed,8
5259,5259,9356,S,2022-01-21,51,Passed,10
5260,5260,9357,T,2022-12-14,54,Passed,8
5261,5261,9357,S,2020-11-03,60,Passed,10
5262,5262,9356,H,2023-07-04,52,Passed,10
5263,5263,9356,H,2022-08-19,45,Passed,8
5264,5264,9357,T,2022-10-09,57,Passed,8
5265,5265,9357,T,2021-10-03,55,Passed,9
5266,5266,9356,H,2020-10-02,50,Passed,9
5267,5267,9357,T,2021-08-25,57,Passed,10
5268,5268,9356,S,2023-11-17,57,Passed,10
5269,5269,9356,T,2022-10-07,40,Passed,10
5270,5270,9356,S,2021-04-02,56,Passed,8
5271,5271,9356,H,2021-04-24,41,Passed,9
5272,5272,9357,T,2021-04-16,58,Passed,9
5273,5273,9357,T,2020-10-04,47,Passed,9
5274,5274,9357,T,2021-09-05,49,Passed,8
5275,5275,9357,H,2023-10-06,50,Passed,8
5276,5276,9357,T,2022-05-25,50,Passed,10
5277,5277,9356,T,2023-01-31,48,Passed,9
5278,5278,9356,S,2021-12-17,59,Passed,9
5279,5279,9357,T,2021-05-17,55,Passed,8
5280,5280,9356,S,2020-09-20,49,Passed,8
5281,5281,9357,T,2021-07-01,44,Passed,10
5282,5282,9357,H,2023-08-19,57,Passed,8
5283,5283,9357,S,2022-09-03,51,Passed,10
5284,5284,9357,S,2022-11-01,52,Passed,8
5285,5285,9357,S,2022-03-29,40,Passed,10
5286,5286,9356,T,2021-01-11,40,Passed,8
5287,5287,9357,S,2022-06-25,49,Passed,9
5288,5288,9357,H,2021-11-30,44,Passed,8
5289,5289,9357,S,2020-10-26,54,Passed,8
5290,5290,9356,S,2024-03-09,58,Passed,9
5291,5291,9356,T,2024-03-31,60,Passed,10
5292,5292,9357,S,2024-03-19,55,Passed,8
5293,5293,9356,S,2021-05-24,57,Passed,10
5294,5294,9357,T,2023-08-25,42,Passed,9
5295,5295,9356,S,2021-11-11,52,Passed,9
5296,5296,9357,T,2021-09-06,45,Passed,10
5297,5297,9357,S,2022-11-04,42,Passed,10
5298,5298,9357,H,2023-02-07,53,Passed,9
5299,5299,9356,T,2020-11-22,56,Passed,8
5300,5300,9357,S,2023-11-22,55,Passed,8
5301,5301,9356,H,2024-03-06,53,Passed,9
5302,5302,9357,T,2023-10-27,56,Passed,9
5303,5303,9357,H,2023-10-08,44,Passed,8
5304,5304,9357,H,2022-04-20,50,Passed,9
5305,5305,9357,H,2021-10-15,42,Passed,8
5306,5306,9356,H,2020-09-30,45,Passed,10
5307,5307,9356,S,2023-12-29,55,Passed,10
5308,5308,9357,T,2021-10-19,41,Passed,8
5309,5309,9356,H,2023-08-11,57,Passed,10
5310,5310,9356,S,2024-04-11,52,Passed,9
5311,5311,9357,H,2022-02-13,44,Passed,8
5312,5312,9356,T,2022-02-27,45,Passed,8
5313,5313,9356,T,2021-09-14,57,Passed,9
5314,5314,9357,S,2021-01-03,54,Passed,9
5315,5315,9357,T,2022-09-04,41,Passed,9
5316,5316,9357,S,2022-02-03,57,Passed,9
5317,5317,9356,T,2024-03-13,59,Passed,8
5318,5318,9356,H,2022-03-05,47,Passed,8
5319,5319,9357,T,2020-12-12,48,Passed,10
5320,5320,9356,T,2020-07-21,53,Passed,10
5321,5321,9357,H,2022-12-18,50,Passed,10
5322,5322,9356,T,2021-11-20,44,Passed,10
5323,5323,9357,S,2022-04-23,51,Passed,9
5324,5324,9356,S,2023-07-13,57,Passed,10
5325,5325,9356,S,2023-03-25,50,Passed,10
5326,5326,9357,T,2023-03-14,60,Passed,10
5327,5327,9357,S,2023-07-09,45,Passed,9
5328,5328,9356,T,2020-08-07,56,Passed,9
5329,5329,9357,S,2023-11-11,58,Passed,8
5330,5330,9356,T,2023-02-10,41,Passed,9
5331,5331,9357,T,2022-01-19,45,Passed,8
5332,5332,9357,H,2021-02-15,57,Passed,8
5333,5333,9356,H,2023-03-18,50,Passed,9
5334,5334,9357,H,2022-02-18,49,Passed,8
5335,5335,9357,S,2023-10-05,46,Passed,9
5336,5336,9357,S,2020-12-05,42,Passed,8
5337,5337,9357,T,2022-01-26,43,Passed,8
5338,5338,9357,S,2024-04-16,59,Passed,10
5339,5339,9356,H,2024-01-12,53,Passed,10
5340,5340,9356,T,2023-02-04,58,Passed,10
5341,5341,9357,S,2022-12-14,54,Passed,10
5342,5342,9357,H,2021-08-23,42,Passed,8
5343,5343,9357,H,2021-05-08,42,Passed,10
5344,5344,9356,S,2021-09-17,43,Passed,10
5345,5345,9356,T,2021-03-21,49,Passed,10
5346,5346,9356,S,2022-11-19,46,Passed,10
5347,5347,9356,S,2023-09-01,60,Passed,9
5348,5348,9356,S,2023-01-27,46,Passed,9
5349,5349,9356,T,2023-01-08,48,Passed,8
5350,5350,9357,T,2020-05-13,40,Passed,8
5351,5351,9357,S,2022-01-11,51,Passed,10
5352,5352,9357,T,2022-09-28,46,Passed,9
5353,5353,9357,T,2021-02-20,40,Passed,9
5354,5354,9357,T,2021-10-07,58,Passed,10
5355,5355,9356,H,2024-01-21,50,Passed,10
5356,5356,9357,H,2023-10-21,47,Passed,9
5357,5357,9356,H,2023-03-16,50,Passed,8
5358,5358,9357,T,2022-06-02,43,Passed,8
5359,5359,9356,T,2023-02-05,55,Passed,8
5360,5360,9357,H,2022-05-18,52,Passed,8
5361,5361,9356,S,2023-01-31,43,Passed,8
5362,5362,9357,S,2024-03-06,51,Passed,10
5363,5363,9356,S,2022-12-27,51,Passed,9
5364,5364,9356,H,2021-11-10,55,Passed,8
5365,5365,9357,S,2024-01-26,57,Passed,8
5366,5366,9356,T,2021-01-31,41,Passed,8
5367,5367,9356,T,2023-11-14,54,Passed,9
5368,5368,9356,T,2021-08-11,59,Passed,8
5369,5369,9356,H,2020-12-06,56,Passed,9
5370,5370,9357,T,2023-05-04,46,Passed,8
5371,5371,9356,T,2020-12-13,41,Passed,9
5372,5372,9356,T,2021-06-27,44,Passed,10
5373,5373,9357,S,2024-04-06,56,Passed,9
5374,5374,9357,T,2023-01-18,40,Passed,8
5375,5375,9356,S,2022-04-24,46,Passed,10
5376,5376,9357,S,2021-04-13,59,Passed,9
5377,5377,9356,H,2020-10-22,41,Passed,9
5378,5378,9357,T,2024-02-04,58,Passed,8
5379,5379,9357,T,2021-07-22,54,Passed,10
5380,5380,9356,T,2024-03-24,45,Passed,8
5381,5381,9356,T,2020-10-05,57,Passed,8
5382,5382,9357,H,2021-09-07,59,Passed,8
5383,5383,9356,S,2024-01-05,45,Passed,9
5384,5384,9357,H,2022-04-08,40,Passed,8
5385,5385,9357,T,2022-12-20,49,Passed,8
5386,5386,9356,S,2021-05-17,51,Passed,10
5387,5387,9356,T,2024-01-23,56,Passed,9
5388,5388,9357,S,2021-05-08,50,Passed,10
5389,5389,9356,H,2023-09-28,59,Passed,9
5390,5390,9357,S,2021-04-30,44,Passed,8
5391,5391,9356,T,2021-01-09,58,Passed,9
5392,5392,9356,S,2023-11-14,51,Passed,10
5393,5393,9356,H,2024-01-21,52,Passed,10
5394,5394,9356,H,2021-08-16,54,Passed,10
5395,5395,9357,H,2023-03-12,57,Passed,8
5396,5396,9357,S,2024-01-16,59,Passed,9
5397,5397,9356,T,2023-08-02,46,Passed,8
5398,5398,9356,H,2023-08-23,50,Passed,9
5399,5399,9357,H,2023-05-15,58,Passed,9
5400,5400,9356,T,2021-03-12,41,Passed,9
5401,5401,9356,T,2023-04-22,55,Passed,8
5402,5402,9357,T,2021-06-02,59,Passed,8
5403,5403,9357,H,2022-09-26,53,Passed,10
5404,5404,9356,S,2021-04-07,58,Passed,8
5405,5405,9357,S,2023-02-18,44,Passed,9
5406,5406,9356,H,2023-01-11,53,Passed,9
5407,5407,9356,H,2022-06-25,58,Passed,9
5408,5408,9356,T,2021-08-08,54,Passed,9
5409,5409,9357,H,2023-07-04,45,Passed,10
5410,5410,9356,S,2024-01-02,46,Passed,8
5411,5411,9356,T,2023-08-14,55,Passed,9
5412,5412,9356,T,2024-04-11,60,Passed,8
5413,5413,9357,S,2023-03-19,54,Passed,10
5414,5414,9356,T,2024-04-16,55,Passed,9
5415,5415,9357,H,2022-07-31,48,Passed,8
5416,5416,9356,T,2023-10-17,44,Passed,10
5417,5417,9356,H,2021-09-02,46,Passed,9
5418,5418,9356,S,2022-01-15,55,Passed,10
5419,5419,9356,T,2022-07-12,45,Passed,8
5420,5420,9356,S,2021-09-09,60,Passed,8
5421,5421,9356,H,2022-06-29,47,Passed,8
5422,5422,9356,S,2023-07-30,59,Passed,9
5423,5423,9356,H,2020-12-28,58,Passed,10
5424,5424,9357,T,2021-06-21,57,Passed,9
5425,5425,9357,S,2021-04-22,57,Passed,9
5426,5426,9356,T,2023-03-02,57,Passed,10
5427,5427,9356,S,2021-05-05,51,Passed,8
5428,5428,9356,H,2020-09-28,58,Passed,10
5429,5429,9356,H,2023-01-12,52,Passed,10
5430,5430,9356,H,2024-02-15,55,Passed,8
5431,5431,9357,H,2022-07-19,57,Passed,9
5432,5432,9356,T,2020-12-17,58,Passed,10
5433,5433,9356,S,2024-01-23,44,Passed,8
5434,5434,9356,T,2022-10-02,51,Passed,9
5435,5435,9356,S,2021-03-08,48,Passed,9
5436,5436,9356,T,2022-12-09,47,Passed,10
5437,5437,9357,T,2022-05-06,57,Passed,9
5438,5438,9356,S,2021-02-16,60,Passed,10
5439,5439,9356,H,2023-01-05,55,Passed,8
5440,5440,9356,T,2022-05-05,48,Passed,10
5441,5441,9356,T,2021-08-02,57,Passed,10
5442,5442,9356,H,2023-01-23,48,Passed,8
5443,5443,9357,S,2024-01-15,52,Passed,9
5444,5444,9356,S,2023-06-13,50,Passed,9
5445,5445,9356,T,2021-07-12,49,Passed,8
5446,5446,9356,T,2021-08-16,49,Passed,10
5447,5447,9356,S,2023-08-12,58,Passed,9
5448,5448,9356,T,2024-02-22,47,Passed,8
5449,5449,9356,S,2021-07-20,40,Passed,10
5450,5450,9356,T,2023-04-08,52,Passed,8
5451,5451,9357,T,2023-04-29,49,Passed,8
5452,5452,9357,S,2024-04-17,59,Passed,9
5453,5453,9357,T,2021-10-05,58,Passed,10
5454,5454,9357,T,2024-03-29,41,Passed,10
5455,5455,9356,H,2023-06-12,44,Passed,10
5456,5456,9356,H,2023-03-05,59,Passed,9
5457,5457,9356,H,2023-10-03,53,Passed,8
5458,5458,9357,S,2021-05-16,51,Passed,9
5459,5459,9357,T,2020-01-09,45,Passed,10
5460,5460,9356,S,2022-12-23,55,Passed,8
5461,5461,9357,S,2023-03-30,46,Passed,10
5462,5462,9357,S,2023-03-13,60,Passed,9
5463,5463,9357,S,2020-08-12,45,Passed,10
5464,5464,9356,T,2023-12-27,45,Passed,9
5465,5465,9356,T,2023-08-06,58,Passed,10
5466,5466,9357,T,2022-01-30,50,Passed,8
5467,5467,9357,T,2022-10-12,50,Passed,10
5468,5468,9356,S,2021-12-22,47,Passed,9
5469,5469,9356,H,2021-11-15,50,Passed,10
5470,5470,9357,T,2021-03-07,42,Passed,8
5471,5471,9356,S,2023-03-02,44,Passed,8
5472,5472,9357,S,2022-01-11,47,Passed,8
5473,5473,9356,T,2020-11-14,49,Passed,9
5474,5474,9356,H,2022-04-03,50,Passed,8
5475,5475,9357,H,2024-01-01,56,Passed,8
5476,5476,9356,H,2020-06-20,54,Passed,9
5477,5477,9356,H,2020-12-01,49,Passed,9
5478,5478,9357,S,2023-05-07,40,Passed,10
5479,5479,9356,S,2023-04-30,53,Passed,9
5480,5480,9356,S,2023-10-23,44,Passed,10
5481,5481,9357,T,2020-09-16,51,Passed,8
5482,5482,9356,S,2024-01-10,51,Passed,9
5483,5483,9356,T,2021-04-05,57,Passed,10
5484,5484,9357,S,2021-09-19,43,Passed,8
5485,5485,9356,S,2023-11-03,57,Passed,9
5486,5486,9357,H,2021-12-30,58,Passed,8
5487,5487,9356,S,2023-03-09,41,Passed,9
5488,5488,9356,S,2021-03-05,54,Passed,8
5489,5489,9357,T,2024-04-08,50,Passed,9
5490,5490,9357,H,2023-07-24,46,Passed,8
5491,5491,9357,S,2023-08-05,48,Passed,9
5492,5492,9357,H,2021-05-27,40,Passed,8
5493,5493,9357,H,2021-02-15,50,Passed,8
5494,5494,9357,H,2023-05-16,46,Passed,9
5495,5495,9356,S,2020-09-26,46,Passed,9
5496,5496,9357,H,2022-07-29,57,Passed,10
5497,5497,9356,S,2022-04-09,57,Passed,10
5498,5498,9356,H,2021-05-02,59,Passed,10
5499,5499,9357,H,2022-02-11,50,Passed,8
5500,5500,9357,S,2022-03-14,53,Passed,9
5501,5501,9356,S,2021-02-20,50,Passed,9
5502,5502,9356,H,2020-09-16,58,Passed,9
5503,5503,9356,H,2020-08-26,43,Passed,9
5504,5504,9356,H,2022-11-02,49,Passed,10
5505,5505,9356,S,2022-10-09,42,Passed,10
5506,5506,9357,H,2022-06-30,58,Passed,10
5507,5507,9356,T,2022-10-19,46,Passed,8
5508,5508,9356,H,2021-11-09,42,Passed,8
5509,5509,9356,T,2021-03-22,46,Passed,10
5510,5510,9356,S,2023-04-22,47,Passed,8
5511,5511,9356,S,2021-12-16,49,Passed,8
5512,5512,9356,T,2023-11-05,52,Passed,9
5513,5513,9357,T,2020-08-10,60,Passed,10
5514,5514,9357,H,2022-07-02,40,Passed,10
5515,5515,9356,H,2024-01-12,57,Passed,9
5516,5516,9356,H,2022-03-25,57,Passed,8
5517,5517,9357,T,2021-01-25,56,Passed,10
5518,5518,9356,T,2024-01-24,48,Passed,10
5519,5519,9356,T,2023-02-03,50,Passed,10
5520,5520,9357,T,2023-11-17,42,Passed,8
5521,5521,9356,S,2024-01-15,50,Passed,8
5522,5522,9357,S,2021-08-26,45,Passed,10
5523,5523,9356,S,2021-04-26,59,Passed,9
5524,5524,9356,H,2020-12-14,46,Passed,8
5525,5525,9356,T,2024-03-28,55,Passed,9
5526,5526,9357,T,2021-02-24,53,Passed,8
5527,5527,9357,H,2023-11-05,56,Passed,8
5528,5528,9356,T,2024-03-10,46,Passed,10
5529,5529,9357,T,2021-10-29,60,Passed,8
5530,5530,9357,S,2024-04-15,59,Passed,9
5531,5531,9356,H,2023-08-01,47,Passed,10
5532,5532,9357,H,2020-09-27,40,Passed,9
5533,5533,9357,S,2023-02-01,51,Passed,10
5534,5534,9357,H,2022-08-14,51,Passed,8
5535,5535,9357,H,2020-11-29,60,Passed,9
5536,5536,9356,H,2023-04-23,60,Passed,9
5537,5537,9357,H,2021-05-26,58,Passed,10
5538,5538,9356,T,2020-06-26,60,Passed,8
5539,5539,9356,T,2022-11-10,43,Passed,10
5540,5540,9356,T,2022-02-15,57,Passed,9
5541,5541,9356,S,2022-02-24,45,Passed,8
5542,5542,9356,H,2021-01-28,58,Passed,8
5543,5543,9356,T,2023-01-05,58,Passed,10
5544,5544,9356,T,2020-12-04,58,Passed,9
5545,5545,9357,T,2023-12-01,51,Passed,9
5546,5546,9357,H,2022-01-15,48,Passed,9
5547,5547,9357,T,2021-11-08,41,Passed,9
5548,5548,9357,S,2020-09-08,59,Passed,8
5549,5549,9356,S,2022-05-12,45,Passed,8
5550,5550,9357,S,2023-12-06,51,Passed,8
5551,5551,9356,H,2020-11-28,48,Passed,10
5552,5552,9356,T,2022-03-15,48,Passed,10
5553,5553,9356,T,2023-07-05,44,Passed,8
5554,5554,9357,S,2023-04-11,42,Passed,9
5555,5555,9357,S,2023-10-26,54,Passed,9
5556,5556,9357,H,2021-10-25,41,Passed,10
5557,5557,9356,H,2020-08-29,41,Passed,9
5558,5558,9357,H,2024-04-01,47,Passed,10
5559,5559,9357,T,2023-12-22,43,Passed,10
5560,5560,9357,H,2022-11-09,52,Passed,8
5561,5561,9357,T,2021-03-15,53,Passed,8
5562,5562,9356,H,2023-01-15,59,Passed,9
5563,5563,9356,S,2022-04-20,53,Passed,10
5564,5564,9356,H,2020-10-18,42,Passed,10
5565,5565,9356,H,2023-12-13,57,Passed,9
5566,5566,9356,S,2022-01-04,60,Passed,8
5567,5567,9356,S,2023-12-01,51,Passed,9
5568,5568,9356,T,2022-12-16,42,Passed,10
5569,5569,9356,H,2021-08-11,44,Passed,8
5570,5570,9357,T,2023-02-08,47,Passed,10
5571,5571,9356,H,2022-10-26,49,Passed,9
5572,5572,9357,H,2022-08-07,48,Passed,10
5573,5573,9356,S,2021-06-14,49,Passed,10
5574,5574,9356,S,2022-12-13,43,Passed,9
5575,5575,9356,H,2022-07-19,45,Passed,10
5576,5576,9356,S,2023-07-20,59,Passed,9
5577,5577,9356,T,2022-12-19,59,Passed,8
5578,5578,9356,T,2021-07-01,60,Passed,9
5579,5579,9356,T,2021-05-30,41,Passed,10
5580,5580,9356,S,2022-04-28,54,Passed,10
5581,5581,9357,H,2021-06-20,43,Passed,9
5582,5582,9356,T,2020-11-07,59,Passed,8
5583,5583,9357,S,2022-03-10,40,Passed,9
5584,5584,9356,T,2024-03-22,60,Passed,8
5585,5585,9356,T,2021-09-13,40,Passed,8
5586,5586,9357,S,2020-07-19,50,Passed,8
5587,5587,9357,S,2021-02-20,50,Passed,8
5588,5588,9357,T,2022-11-29,57,Passed,10
5589,5589,9356,H,2023-11-03,52,Passed,9
5590,5590,9356,S,2022-01-06,52,Passed,10
5591,5591,9357,S,2023-05-22,54,Passed,9
5592,5592,9356,H,2023-04-22,44,Passed,10
5593,5593,9357,T,2023-10-09,51,Passed,8
5594,5594,9357,T,2021-03-12,41,Passed,10
