contactId,resume,resumeUploadDate
1361,,1774-10-30
1362,,0422-10-01
1363,,1505-05-21
1364,,1470-04-30
1365,,1271-07-18
1366,,0386-02-10
1367,,1401-08-21
1368,,0439-03-04
1369,,0746-07-18
1370,,1757-06-18
1371,,0364-07-04
1372,,0491-02-05
1373,,0348-04-02
1374,,0278-10-30
1375,,0566-06-18
1376,,1525-02-09
1377,,1693-11-11
1378,,0611-06-16
1379,,1184-03-02
1380,,0342-10-16
1381,,1420-10-07
1382,,0316-03-11
1383,,1143-06-13
1384,,0482-06-27
1385,,1615-03-05
1386,,0684-01-12
1387,,0920-11-22
1388,,1349-01-11
1389,,0402-10-14
1390,,1300-05-22
1391,,0104-12-05
1392,,1631-03-02
1393,,1770-07-01
1394,,1497-01-05
1395,,1859-08-07
1396,,0193-11-30
1397,,1880-08-11
1398,,0784-05-21
1399,,1590-07-04
1400,,0713-05-09
1401,,0624-10-12
1402,,1467-12-18
1403,,1693-07-13
1404,,1011-10-11
1405,,1317-03-24
1406,,1570-04-09
1407,,0595-01-29
1408,,0673-06-09
1409,,0725-09-07
1410,,0725-01-15
1411,,0197-06-15
1412,,0690-11-21
1413,,0586-01-27
1414,,0653-01-29
1415,,1549-12-07
1416,,0486-11-13
1417,,0430-07-25
1418,,1721-05-11
1419,,1903-08-10
1420,,1717-04-11
1421,,0726-03-08
1422,,2009-06-19
1423,,0641-01-31
1424,,1261-03-19
1425,,0463-12-03
1426,,1260-12-18
1427,,0611-05-04
1428,,0847-03-09
1429,,1124-05-10
1430,,0823-10-24
1431,,1429-05-13
1432,,0719-04-20
1433,,1968-08-24
1434,,0789-01-01
1435,,1142-03-23
1436,,0749-02-18
1437,,1660-04-01
1438,,0892-04-15
1439,,1701-07-04
1440,,1470-06-13
1441,,0795-10-23
1442,,1690-05-07
1443,,0459-05-12
1444,,1788-08-19
1445,,0467-07-04
1446,,1814-01-26
1447,,1348-05-23
1448,,1371-01-23
1449,,1822-12-05
1450,,0062-10-04
1451,,0559-11-16
1452,,1358-07-12
1453,,0966-08-19
1454,,1327-06-02
1455,,1619-10-29
1456,,1822-01-08
1457,,1452-02-27
1458,,0359-06-28
1459,,1482-10-31
1460,,0256-08-04
1461,,1591-08-19
1462,,1605-10-15
1463,,0362-03-09
1464,,1818-02-08
1465,,0676-05-03
1466,,0626-07-21
1467,,0362-06-07
1468,,0275-12-13
1469,,1035-09-04
1470,,1329-03-25
1471,,0799-12-20
1472,,1977-10-10
1473,,1706-06-03
1474,,0821-06-30
1475,,1255-06-07
1476,,1638-11-25
1477,,1838-06-17
1478,,1941-01-08
1479,,0102-05-08
1480,,0235-02-20
1481,,0105-02-22
1482,,1094-12-27
1483,,0033-08-25
1484,,0486-10-27
1485,,1776-02-04
1486,,0072-02-17
1487,,0817-08-31
1488,,0415-01-22
1489,,0901-07-30
1490,,0047-11-15
1491,,1136-04-26
1492,,1780-09-25
1493,,1842-10-14
1494,,0235-05-15
1495,,0780-09-24
1496,,1390-07-28
1497,,1792-08-16
1498,,1048-08-03
1499,,0623-01-15
1500,,1075-08-08
1501,,0745-08-13
1502,,1093-11-28
1503,,0275-04-24
1504,,0943-04-02
1505,,0856-02-02
1506,,1965-01-14
1507,,1422-09-30
1508,,1036-01-07
1509,,0711-01-26
1510,,1162-05-12
1511,,1229-03-16
1512,,1126-10-20
1513,,1496-08-25
1514,,1504-08-20
1515,,1409-04-02
1516,,1421-03-13
1517,,1243-09-15
1518,,1051-02-24
1519,,1125-10-11
1520,,1117-03-09
1521,,0965-01-07
1522,,0006-10-22
1523,,1984-09-19
1524,,1846-12-21
1525,,0076-01-08
1526,,1840-12-28
1527,,1793-02-17
1528,,0901-02-27
1529,,0637-05-02
1530,,0767-05-21
1531,,1683-10-04
1532,,2011-03-09
1533,,0192-10-19
1534,,0522-08-13
1535,,0214-03-23
1536,,1919-06-16
1537,,0105-07-14
1538,,0335-09-08
1539,,1472-08-31
1540,,1955-07-05
1541,,1460-07-14
1542,,1030-11-16
1543,,0099-10-03
1544,,0292-09-29
1545,,0475-11-26
1546,,1836-03-29
1547,,1478-08-25
1548,,0502-04-10
1549,,0487-10-12
1550,,1787-03-11
1551,,0841-07-23
1552,,0530-02-25
1553,,0334-09-02
1554,,0175-02-09
1555,,0799-07-04
1556,,1205-06-05
1557,,1052-12-02
1558,,2015-02-01
1559,,1605-09-21
1560,,0552-04-12
1561,,1327-09-08
1562,,1768-04-10
1563,,0648-04-26
1564,,0012-11-10
1565,,1692-11-17
1566,,1159-03-21
1567,,1136-03-20
1568,,1085-09-19
1569,,1812-07-03
1570,,0758-11-18
1571,,0953-03-03
1572,,0260-04-18
1573,,1114-08-03
1574,,1345-05-03
1575,,1210-07-25
1576,,1687-03-27
1577,,1462-06-14
1578,,1716-10-22
1579,,0056-06-13
1580,,1873-08-05
1581,,0899-08-24
1582,,1914-12-06
1583,,0087-06-25
1584,,0097-11-21
1585,,1037-04-14
1586,,2001-05-09
1587,,1420-04-08
1588,,0766-06-25
1589,,0040-02-09
1590,,1832-10-31
1591,,1615-09-01
1592,,0470-10-09
1593,,1859-12-20
1594,,0665-08-11
1595,,1357-03-11
1596,,0347-10-13
1597,,1050-02-14
1598,,1705-04-17
1599,,1591-11-02
1600,,0587-05-21
1601,,1985-09-26
1602,,0991-02-10
1603,,0333-09-24
1604,,1261-08-18
1605,,1843-09-13
1606,,0448-12-23
1607,,0344-03-05
1608,,1997-10-25
1609,,1068-08-10
1610,,0807-05-03
1611,,0694-05-28
1612,,1184-01-16
1613,,0904-08-03
1614,,0020-05-22
1615,,1111-02-01
1616,,1724-01-28
1617,,0330-04-17
1618,,1044-05-10
1619,,0296-02-12
1620,,1034-05-06
1621,,1433-10-18
1622,,0120-04-08
1623,,0293-12-19
1624,,0656-03-26
1625,,0404-05-04
1626,,0946-02-10
1627,,0214-04-29
1628,,0167-11-27
1629,,1126-12-03
1630,,0826-07-10
1631,,1249-02-27
1632,,1238-09-17
1633,,1583-11-09
1634,,1338-04-09
1635,,0999-04-30
1636,,1919-03-20
1637,,1037-01-18
1638,,0817-03-20
1639,,1804-01-17
1640,,0071-03-21
1641,,1532-03-01
1642,,1580-10-23
1643,,0150-05-30
1644,,1128-06-21
1645,,0326-05-01
1646,,0366-08-16
1647,,0932-01-31
1648,,1306-12-16
1649,,0062-02-02
1650,,0309-11-13
1651,,0864-09-05
1652,,1500-02-09
1653,,1964-07-07
1654,,0050-07-24
1655,,0705-10-22
1656,,0856-03-27
1657,,0501-07-23
1658,,1066-02-15
1659,,1686-07-30
1660,,0652-05-03
1661,,1875-12-01
1662,,1409-04-13
1663,,0520-11-17
1664,,0358-07-26
1665,,1937-07-28
1666,,1984-11-09
1667,,1537-10-22
1668,,1210-07-02
1669,,0800-07-02
1670,,0409-01-25
1671,,1614-06-17
1672,,0355-01-03
1673,,1174-07-10
1674,,0690-04-17
1675,,0105-04-07
1676,,1186-07-16
1677,,1837-06-12
1678,,0892-01-30
1679,,1678-11-28
1680,,1962-10-03
1681,,0248-06-23
1682,,1295-02-15
1683,,1150-03-26
1684,,0799-03-22
1685,,1951-02-04
1686,,1055-02-03
1687,,1344-02-15
1688,,0277-08-21
1689,,0288-05-15
1690,,1734-07-07
1691,,0278-07-23
1692,,0293-05-05
1693,,1178-07-27
1694,,1475-08-26
1695,,1203-08-21
1696,,0590-10-01
1697,,1138-05-19
1698,,0441-12-20
1699,,1006-03-12
1700,,0896-10-04
1701,,1607-09-24
1702,,1828-04-04
1703,,1011-06-13
1704,,1455-02-16
1705,,1772-05-03
1706,,0590-06-19
1707,,1249-03-20
1708,,1193-11-30
1709,,1123-09-25
1710,,1008-04-13
1711,,1056-09-08
1712,,1216-07-01
1713,,1599-12-16
1714,,0927-03-17
1715,,0741-10-01
1716,,1338-07-04
1717,,0862-10-31
1718,,1004-03-11
1719,,1062-11-15
1720,,0688-03-30
1721,,0137-12-03
1722,,1780-09-29
1723,,0554-03-30
1724,,1615-01-03
1725,,0847-12-06
1726,,0182-11-16
1727,,1641-09-20
1728,,0799-06-09
1729,,0896-04-14
1730,,0367-04-02
1731,,1003-09-20
1732,,1643-06-06
1733,,1534-12-09
1734,,0308-02-22
1735,,0065-02-17
1736,,1857-04-02
1737,,0527-02-25
1738,,0744-07-02
1739,,1284-03-13
1740,,1894-01-23
1741,,0172-03-16
1742,,0356-05-23
1743,,1385-07-24
1744,,1279-01-14
1745,,1646-09-14
1746,,0117-06-01
1747,,0889-07-31
1748,,1081-01-16
1749,,1761-02-27
1750,,0805-09-25
1751,,1967-11-29
1752,,1526-11-12
1753,,0160-05-11
1754,,1548-06-09
1755,,1695-02-20
1756,,0110-01-01
1757,,1182-08-27
1758,,1732-10-30
1759,,0850-11-14
1760,,1644-04-28
1761,,1139-07-09
1762,,1631-09-05
1763,,0747-08-24
1764,,0941-07-23
1765,,1846-05-10
1766,,1937-02-06
1767,,1974-03-09
1768,,1056-05-28
1769,,1728-12-17
1770,,0247-11-09
1771,,1369-11-03
1772,,1616-08-22
1773,,1139-09-17
1774,,0183-11-05
1775,,1173-05-29
1776,,1678-02-21
1777,,0817-08-07
1778,,1926-03-04
1779,,0243-11-15
1780,,1701-07-20
1781,,1359-09-18
1782,,0820-09-30
1783,,1819-07-12
1784,,0224-09-25
1785,,0702-11-10
1786,,0845-05-03
1787,,1318-03-15
1788,,1445-12-06
1789,,0559-02-20
1790,,0836-10-31
1791,,0748-08-08
1792,,1714-09-08
1793,,1548-08-21
1794,,0065-11-13
1795,,1075-06-05
1796,,1175-09-06
1797,,1631-01-11
1798,,1192-11-07
1799,,1555-11-13
1800,,0593-10-04
1801,,0649-06-26
1802,,0555-03-06
1803,,0017-02-05
1804,,0805-07-05
1805,,0222-05-11
1806,,1106-01-17
1807,,1780-12-19
1808,,0788-03-05
1809,,0664-12-14
1810,,1645-04-10
1811,,1339-11-06
1812,,1374-11-12
1813,,1148-12-22
1814,,0459-10-10
1815,,1808-12-11
1816,,1390-07-17
1817,,1234-05-31
1818,,1365-09-18
1819,,1828-09-24
1820,,1321-05-12
1821,,1509-07-31
1822,,0731-09-15
1823,,1902-12-20
1824,,0849-02-23
1825,,1108-01-26
1826,,0150-12-06
1827,,1178-08-04
1828,,0070-04-11
1829,,0958-02-14
1830,,0042-04-03
1831,,1092-06-01
1832,,1760-06-20
1833,,1982-06-30
1834,,1599-10-07
1835,,1335-08-03
1836,,1909-12-06
1837,,0865-05-23
1838,,0779-11-07
1839,,1098-07-14
1840,,1471-06-05
1841,,1342-09-07
1842,,1699-08-20
1843,,0140-05-27
1844,,1520-11-02
1845,,0406-04-08
1846,,1897-12-02
1847,,0441-09-03
1848,,1486-05-17
1849,,1881-11-12
1850,,0530-07-21
1851,,0337-06-30
1852,,0265-09-11
1853,,1069-09-30
1854,,0923-01-31
1855,,1408-07-26
1856,,0469-07-17
1857,,2005-02-13
1858,,0249-06-30
1859,,0436-06-24
1860,,1656-04-27
1861,,0806-12-11
1862,,0395-02-26
1863,,0697-06-01
1864,,0458-04-05
1865,,1698-10-26
1866,,0303-12-22
1867,,1794-07-18
1868,,1090-09-14
1869,,1470-04-01
1870,,0005-06-09
1871,,0750-11-04
1872,,0863-03-18
1873,,0172-05-09
1874,,0260-02-05
1875,,0291-01-08
1876,,0138-01-10
1877,,1606-05-02
1878,,0350-12-24
1879,,1867-09-17
1880,,0739-10-11
1881,,0978-06-17
1882,,1388-03-18
1883,,1203-08-12
1884,,1925-01-04
1885,,0247-07-13
1886,,0666-05-03
1887,,0352-05-07
1888,,0730-06-05
1889,,0497-10-29
1890,,1584-04-20
1891,,1722-08-06
1892,,1989-11-20
1893,,0857-01-17
1894,,1749-12-09
1895,,0606-01-02
1896,,1371-08-16
1897,,0765-02-21
1898,,0023-02-21
1899,,0138-02-17
1900,,0295-03-22
1901,,0011-09-21
1902,,0510-11-26
1903,,0694-08-31
1904,,0674-01-26
1905,,0647-04-07
1906,,1083-05-13
1907,,1901-10-30
1908,,0692-12-02
1909,,0809-01-15
1910,,0788-07-30
1911,,1178-03-11
1912,,1499-04-02
1913,,1336-11-07
1914,,1292-05-09
1915,,1639-05-02
1916,,0232-04-27
1917,,1171-01-10
1918,,0020-08-15
1919,,1645-10-14
1920,,1331-11-04
1921,,0512-08-23
1922,,1398-07-05
1923,,1847-10-19
1924,,1051-01-06
1925,,1241-12-04
1926,,1242-02-09
1927,,1784-10-26
1928,,0393-01-14
1929,,1225-08-31
1930,,0403-09-11
1931,,0449-12-27
1932,,0608-03-01
1933,,0250-06-02
1934,,1124-08-13
1935,,1467-05-14
1936,,0237-05-24
1937,,0943-12-03
1938,,1194-08-05
1939,,0031-04-26
1940,,1592-08-09
1941,,1796-11-20
1942,,1875-09-03
1943,,0931-03-27
1944,,1750-11-08
1945,,1011-12-03
1946,,1075-09-11
1947,,1312-12-24
1948,,1120-07-06
1949,,0375-03-03
1950,,1460-05-12
1951,,1241-01-13
1952,,1763-03-02
1953,,0313-04-12
1954,,1762-01-07
1955,,0262-10-28
1956,,1463-06-23
1957,,0817-08-09
1958,,1924-04-16
1959,,0054-08-13
1960,,0155-06-23
1961,,1080-08-14
1962,,0664-04-26
1963,,0661-07-09
1964,,1942-07-19
1965,,0379-10-22
1966,,0947-11-28
1967,,1577-12-30
1968,,1517-08-25
1969,,0346-05-07
1970,,1909-02-10
1971,,1905-04-09
1972,,0338-09-23
1973,,1763-06-29
1974,,0904-01-31
1975,,0847-08-15
1976,,0806-09-17
1977,,0155-06-05
1978,,1466-12-02
1979,,0078-01-12
1980,,0394-01-16
1981,,0186-09-28
1982,,1019-04-11
1983,,0326-06-25
1984,,1044-11-04
1985,,1795-03-20
1986,,0451-04-27
1987,,0037-10-30
1988,,0829-05-03
1989,,0792-05-30
1990,,0419-03-04
1991,,0634-08-02
1992,,0191-12-05
1993,,0998-02-19
1994,,0623-03-25
1995,,0420-12-29
1996,,0125-10-27
1997,,1312-02-20
1998,,0292-06-19
1999,,0351-11-22
2000,,0264-08-04
2001,,1069-02-28
2002,,1989-03-24
2003,,0819-05-10
2004,,1784-04-14
2005,,0825-08-20
2006,,0913-06-26
2007,,1174-03-28
2008,,1166-12-08
2009,,0967-08-19
2010,,0965-10-18
2011,,1689-11-06
2012,,1519-06-01
2013,,0048-06-24
2014,,0338-04-16
2015,,0600-04-05
2016,,1214-10-08
2017,,0653-04-27
2018,,0638-03-31
2019,,1049-11-09
2020,,1339-04-08
2021,,0861-06-11
2022,,0465-12-05
2023,,1461-12-23
2024,,0968-01-21
2025,,0069-08-27
2026,,0729-02-20
2027,,1697-05-22
2028,,1817-05-24
2029,,0731-08-09
2030,,1298-12-18
2031,,1519-10-06
2032,,1861-04-15
2033,,0730-03-24
2034,,1798-07-06
2035,,1793-12-12
2036,,1283-06-06
2037,,0638-01-11
2038,,0945-06-05
2039,,1624-09-29
2040,,0246-02-27
2041,,0188-11-06
2042,,0016-10-24
2043,,1519-02-03
2044,,1641-04-15
2045,,1143-02-07
2046,,0869-10-24
2047,,0944-10-16
2048,,0551-06-06
2049,,0504-01-11
2050,,1921-04-17
2051,,0474-12-15
2052,,1355-09-25
2053,,1617-04-09
2054,,1869-08-13
2055,,1201-01-18
2056,,0645-07-02
2057,,1685-04-13
2058,,0046-05-29
2059,,1356-06-14
2060,,0646-02-06
2061,,0942-10-06
2062,,0548-03-25
2063,,0732-06-12
2064,,1098-06-21
2065,,0808-02-19
2066,,2006-05-21
2067,,1514-05-15
2068,,0451-01-28
2069,,0025-07-10
2070,,1445-02-13
2071,,0257-05-21
2072,,0868-08-27
2073,,0256-05-07
2074,,1353-01-06
2075,,1108-11-06
2076,,1830-04-23
2077,,0415-08-31
2078,,1852-04-19
2079,,0125-12-30
2080,,1653-04-27
2081,,0498-04-17
2082,,0489-02-25
2083,,0379-09-26
2084,,0514-09-18
2085,,0646-09-01
2086,,1722-08-29
2087,,0007-03-26
2088,,1279-09-28
2089,,0518-06-27
2090,,0856-08-29
2091,,1608-05-02
2092,,0661-07-06
2093,,1924-03-16
2094,,0937-04-16
2095,,1470-08-03
2096,,1864-02-18
2097,,1968-07-02
2098,,0835-02-21
2099,,1091-10-19
2100,,0183-08-09
2101,,1949-08-12
2102,,0187-10-05
2103,,1689-01-22
2104,,1118-04-09
2105,,0124-01-13
2106,,1518-10-24
2107,,0933-07-16
2108,,0248-08-30
2109,,0536-10-11
2110,,1930-08-23
2111,,0113-10-13
2112,,0021-07-23
2113,,1558-09-27
2114,,0092-11-30
2115,,0689-11-12
2116,,1078-07-10
2117,,1264-03-04
2118,,1809-10-11
2119,,1796-01-05
2120,,0042-03-30
2121,,1018-02-01
2122,,1375-06-21
2123,,1770-10-10
2124,,1386-07-25
2125,,1354-09-20
2126,,0226-02-28
2127,,0830-06-07
2128,,1640-06-29
2129,,1260-07-10
2130,,1216-10-28
2131,,1626-08-01
2132,,1418-12-15
2133,,0928-07-29
2134,,0506-06-10
2135,,1485-03-10
2136,,0898-05-09
2137,,1688-07-05
2138,,1892-05-22
2139,,1477-01-28
2140,,0487-09-11
2141,,1982-09-08
2142,,1366-04-28
2143,,0425-07-31
2144,,0952-11-02
2145,,0260-04-27
2146,,0288-01-01
2147,,0276-01-12
2148,,1308-10-11
2149,,1670-02-17
2150,,1371-03-26
2151,,0662-02-06
2152,,1643-09-10
2153,,1254-12-30
2154,,0245-05-31
2155,,1775-11-28
2156,,1242-11-16
2157,,1806-06-17
2158,,1757-12-20
2159,,1556-06-16
2160,,0408-02-19
2161,,1994-05-13
2162,,1285-08-30
2163,,1605-07-17
2164,,0705-07-30
2165,,1173-08-19
2166,,0376-04-13
2167,,0728-07-16
2168,,1848-01-20
2169,,0031-05-17
2170,,1891-08-19
2171,,1745-12-22
2172,,1831-03-16
2173,,0888-05-01
2174,,1034-01-27
2175,,1385-04-14
2176,,0981-12-18
2177,,0714-12-15
2178,,1262-01-13
2179,,0334-07-08
2180,,1208-06-15
2181,,1381-09-01
2182,,1232-03-19
2183,,1802-03-31
2184,,0850-02-10
2185,,1650-05-20
2186,,0514-02-01
2187,,1541-07-10
2188,,1135-12-14
2189,,0046-05-20
2190,,0026-12-03
2191,,1134-08-13
2192,,0350-08-14
2193,,0653-04-13
2194,,1376-12-23
2195,,1932-02-18
2196,,0353-08-03
2197,,1491-04-05
2198,,1424-04-30
2199,,1135-12-19
2200,,1239-04-02
2201,,1977-12-19
2202,,0021-08-22
2203,,1386-02-03
2204,,0576-05-11
2205,,1802-03-16
2206,,1153-01-10
2207,,1252-12-31
2208,,1993-07-13
2209,,0061-04-16
2210,,0376-03-26
2211,,1242-02-05
2212,,1610-01-21
2213,,1601-06-16
2214,,0171-02-26
2215,,1306-01-14
2216,,1445-03-12
2217,,1447-04-20
2218,,1538-11-30
2219,,1658-08-13
2220,,1287-06-17
2221,,1719-04-29
2222,,0613-04-29
2223,,1326-12-18
2224,,0779-11-04
2225,,1402-06-15
2226,,1013-08-26
2227,,1393-04-24
2228,,0067-04-09
2229,,1308-10-08
2230,,1023-10-31
2231,,1908-06-23
2232,,1888-03-03
2233,,0176-11-24
2234,,1305-10-30
2235,,0435-04-06
2236,,1821-12-05
2237,,0672-02-20
2238,,0821-11-01
2239,,1614-08-08
2240,,1559-07-26
2241,,0954-12-29
2242,,0031-12-29
2243,,1790-10-25
2244,,1941-11-21
2245,,0374-01-11
2246,,1638-08-04
2247,,1050-12-06
2248,,0307-01-28
2249,,0728-11-13
2250,,1538-02-26
2251,,1718-07-24
2252,,1931-04-03
2253,,0387-03-29
2254,,0411-01-10
2255,,1565-11-13
2256,,0260-02-21
2257,,0910-11-06
2258,,1028-10-03
2259,,1425-12-17
2260,,1332-07-13
2261,,1471-03-15
2262,,1695-08-19
2263,,0142-08-09
2264,,1230-03-03
2265,,0740-11-11
2266,,1787-05-05
2267,,0493-12-09
2268,,1742-09-18
2269,,1127-10-09
2270,,1521-04-18
2271,,1816-10-09
2272,,0187-01-18
2273,,1632-10-20
2274,,0512-06-11
2275,,1924-02-03
2276,,1299-04-07
2277,,1070-11-23
2278,,1286-10-08
2279,,0811-02-11
2280,,1726-06-02
2281,,1180-09-09
2282,,1676-12-25
2283,,0090-05-19
2284,,0368-10-24
2285,,1301-02-28
2286,,1074-04-15
2287,,0171-02-24
2288,,1016-10-08
2289,,1208-09-13
2290,,0990-11-13
2291,,1631-11-03
2292,,0994-01-12
2293,,1233-12-04
2294,,1592-12-29
2295,,1214-04-21
2296,,1293-06-03
2297,,1716-07-27
2298,,1421-08-17
2299,,0119-01-08
2300,,1473-12-01
2301,,0918-08-04
2302,,0874-12-03
2303,,0178-07-08
2304,,1076-03-12
2305,,0066-03-12
2306,,1864-02-01
2307,,1515-03-22
2308,,1586-10-22
2309,,1753-08-27
2310,,0953-06-04
2311,,1295-06-19
2312,,1363-03-25
2313,,1254-02-24
2314,,1517-08-30
2315,,0054-01-10
2316,,1588-09-27
2317,,0435-10-07
2318,,1479-02-19
2319,,1681-07-21
2320,,0104-06-27
2321,,1183-07-03
2322,,0830-08-13
2323,,1559-09-22
2324,,1645-08-20
2325,,0926-04-24
2326,,0930-05-10
2327,,1781-09-21
2328,,1427-07-19
2329,,1705-10-12
2330,,0886-02-09
2331,,0878-03-27
2332,,1211-03-01
2333,,0797-10-15
2334,,0841-12-29
2335,,0389-02-28
2336,,1988-06-15
2337,,1690-11-08
2338,,0587-09-22
2339,,0842-09-18
2340,,0989-07-06
2341,,1744-12-09
2342,,0961-11-03
2343,,0474-08-10
2344,,1635-02-11
2345,,1959-09-12
2346,,0119-11-19
2347,,1759-11-28
2348,,1255-12-27
2349,,1955-10-03
2350,,0419-08-02
2351,,0993-10-04
2352,,0653-04-03
2353,,0404-01-12
2354,,0889-07-22
2355,,0022-05-18
2356,,0417-11-11
2357,,1876-06-29
2358,,1869-06-12
2359,,1416-01-15
2360,,1448-08-09
2361,,0050-11-17
2362,,1834-11-26
2363,,0162-01-16
2364,,1494-11-28
2365,,0578-02-15
2366,,0319-05-01
2367,,0529-04-08
2368,,1768-04-16
2369,,0762-06-07
2370,,1953-03-19
2371,,1028-10-04
2372,,0729-01-15
2373,,1764-04-26
2374,,0057-10-29
2375,,0524-03-23
2376,,0261-11-05
2377,,0552-05-07
2378,,0743-01-19
2379,,0351-06-20
2380,,1323-12-12
2381,,1530-10-12
2382,,0269-04-23
2383,,0819-11-24
2384,,0512-10-20
2385,,1355-09-21
2386,,0656-11-25
2387,,0547-08-21
2388,,1321-06-26
2389,,0582-03-11
2390,,1898-06-11
2391,,0060-07-26
2392,,1991-08-11
2393,,0619-05-24
2394,,0026-05-22
2395,,0815-02-09
2396,,0279-04-16
2397,,1238-07-12
2398,,1600-06-28
2399,,0638-10-19
2400,,1401-07-18
2401,,0843-11-30
2402,,0443-06-30
2403,,1622-10-09
2404,,1913-07-26
2405,,0346-07-10
2406,,0352-05-29
2407,,1894-04-03
2408,,0005-06-25
2409,,0658-01-31
2410,,1897-12-04
2411,,0421-08-10
2412,,0239-12-03
2413,,1944-12-17
2414,,0068-03-05
2415,,0095-12-29
2416,,0974-06-28
2417,,1523-12-13
2418,,0362-03-03
2419,,1578-06-29
2420,,1468-03-07
2421,,1807-08-07
2422,,1758-04-21
2423,,0740-11-27
2424,,0526-08-02
2425,,0544-03-25
2426,,0437-09-21
2427,,1827-05-20
2428,,1975-07-24
2429,,1197-04-24
2430,,1537-05-10
2431,,0304-03-24
2432,,1525-12-05
2433,,1037-07-01
2434,,0177-09-17
2435,,1900-09-02
2436,,0039-06-18
2437,,0863-11-02
2438,,0856-05-18
2439,,0799-05-24
2440,,0720-02-03
2441,,1428-08-22
2442,,1949-10-10
2443,,1080-02-23
2444,,1559-02-02
2445,,0343-10-25
2446,,1500-04-25
2447,,1917-01-13
2448,,0103-03-11
2449,,0379-12-14
2450,,1918-11-04
2451,,0004-10-20
2452,,1581-10-10
2453,,1095-07-20
2454,,1145-01-27
2455,,1571-09-14
2456,,0918-11-03
2457,,1809-09-14
2458,,1476-05-22
2459,,0118-04-27
2460,,1580-05-25
2461,,1865-07-11
2462,,0869-04-02
2463,,0032-09-14
2464,,0786-10-17
2465,,0103-06-13
2466,,0370-01-08
2467,,0524-05-17
2468,,0115-01-19
2469,,1449-03-30
2470,,1138-12-19
2471,,0999-09-22
2472,,1704-04-07
2473,,1323-07-29
2474,,0076-05-10
2475,,1358-12-31
2476,,1674-03-03
2477,,0443-06-14
2478,,0636-08-12
2479,,0929-11-09
2480,,0355-04-15
2481,,1538-01-05
2482,,1437-06-09
2483,,1245-02-11
2484,,1155-01-20
2485,,0644-03-31
2486,,0789-07-22
2487,,1018-06-12
2488,,0750-02-05
2489,,0131-09-02
2490,,0392-12-25
2491,,0705-06-17
2492,,0374-06-19
2493,,0421-06-11
2494,,0622-12-25
2495,,1043-04-04
2496,,0721-02-04
2497,,0401-04-14
2498,,0785-09-04
2499,,1879-04-14
2500,,0331-06-25
2501,,0020-08-07
2502,,0508-03-29
2503,,0495-01-06
2504,,1958-03-18
2505,,0656-12-12
2506,,1265-11-21
2507,,1744-08-19
2508,,1792-05-31
2509,,1965-12-28
2510,,0170-04-24
2511,,0700-08-02
2512,,0190-05-27
2513,,0931-04-13
2514,,1381-09-07
2515,,0004-07-29
2516,,0232-05-15
2517,,1874-08-26
2518,,1569-10-21
2519,,1140-06-06
2520,,1442-10-27
2521,,1273-06-03
2522,,0517-09-15
2523,,0708-10-08
2524,,0576-05-29
2525,,1754-06-01
2526,,0473-01-08
2527,,1281-06-20
2528,,1485-04-22
2529,,1764-09-29
2530,,0649-05-21
2531,,1753-11-02
2532,,0680-01-31
2533,,1920-04-10
2534,,0811-06-24
2535,,0398-07-17
2536,,0003-09-25
2537,,0377-01-07
2538,,0025-05-12
2539,,1178-06-02
2540,,0824-09-24
2541,,1031-08-03
2542,,0100-09-09
2543,,1412-09-02
2544,,1840-12-05
2545,,1304-05-14
2546,,0592-05-13
2547,,1402-06-11
2548,,0514-04-10
2549,,0018-04-21
2550,,1079-02-27
2551,,1407-06-22
2552,,0185-09-12
2553,,1908-04-06
2554,,1093-03-31
2555,,0243-01-07
2556,,0089-10-19
2557,,0992-11-11
2558,,1631-11-15
2559,,0087-10-27
2560,,0751-01-23
2561,,1495-02-15
2562,,1892-01-22
2563,,0321-06-01
2564,,1251-07-21
2565,,0158-12-12
2566,,0820-03-18
2567,,0746-11-09
2568,,0169-07-01
2569,,0935-03-07
2570,,0413-07-05
2571,,1960-02-12
2572,,0537-05-19
2573,,0121-12-07
2574,,0446-12-24
2575,,1894-04-10
2576,,1468-12-07
2577,,1857-08-26
2578,,1194-01-15
2579,,0435-09-18
2580,,1339-04-26
2581,,0571-10-27
2582,,0485-05-07
2583,,0503-01-26
2584,,0384-01-23
2585,,1895-04-08
2586,,0142-02-24
2587,,1710-04-04
2588,,1860-10-29
2589,,0920-04-22
2590,,0428-06-09
2591,,0610-01-05
2592,,2001-12-29
2593,,1996-09-04
2594,,1061-04-21
2595,,0811-02-05
2596,,1186-09-24
2597,,0344-07-08
2598,,0627-09-21
2599,,1891-05-24
2600,,1699-11-10
2601,,1957-06-17
2602,,1190-07-14
2603,,1996-12-13
2604,,0768-06-13
2605,,0277-02-06
2606,,1546-04-01
2607,,0737-10-07
2608,,1562-10-05
2609,,0388-04-26
2610,,0430-09-21
2611,,0942-11-28
2612,,1283-09-19
2613,,0418-03-09
2614,,0447-08-13
2615,,0927-10-15
2616,,0788-01-22
2617,,0050-03-09
2618,,0341-01-12
2619,,1988-05-21
2620,,0110-08-25
2621,,0739-05-28
2622,,0076-05-16
2623,,1211-05-04
2624,,1584-08-02
2625,,1857-04-03
2626,,0879-11-13
2627,,1329-10-10
2628,,1877-11-14
2629,,1749-04-02
2630,,0379-04-21
2631,,0549-06-18
